"filename", "language", "JSON", "C++", "Python", "TypeScript", "XML", "Properties", "JSON with Comments", "YAML", "Shell Script", "JavaScript", "JavaScript JSX", "Prisma", "PostCSS", "CMake", "TypeScript JSX", "MS SQL", "Markdown", "comment", "blank", "total"
"/Users/ansonjiang/Documents/Chaotic_AI/database/prisma/migrations/20251105170650_init/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 23, 30, 142
"/Users/ansonjiang/Documents/Chaotic_AI/database/prisma/schema.prisma", "Prisma", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 0, 9, 24, 147
"/Users/ansonjiang/Documents/Chaotic_AI/infra/compose/docker-compose.dev.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"/Users/ansonjiang/Documents/Chaotic_AI/main/.eslintrc.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/ansonjiang/Documents/Chaotic_AI/main/CHANGELOG.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 39, 80
"/Users/ansonjiang/Documents/Chaotic_AI/main/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 15, 37
"/Users/ansonjiang/Documents/Chaotic_AI/main/components.json", "JSON", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"/Users/ansonjiang/Documents/Chaotic_AI/main/jsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/ansonjiang/Documents/Chaotic_AI/main/mdx-components.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/ansonjiang/Documents/Chaotic_AI/main/next.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 1, 8, 84
"/Users/ansonjiang/Documents/Chaotic_AI/main/package-lock.json", "JSON", 10249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10250
"/Users/ansonjiang/Documents/Chaotic_AI/main/package.json", "JSON", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 71
"/Users/ansonjiang/Documents/Chaotic_AI/main/postcss.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/ansonjiang/Documents/Chaotic_AI/main/prettier.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 1, 8
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/chat/AIChatBubble.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 0, 0, 1, 18, 212
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/dashboard/ProjectCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 9, 102
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/dashboard/ResourceTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 4, 142
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/dashboard/UsageChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 1, 59
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/discuss/CreateDiscussionModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 1, 5, 94
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/discuss/DIscussionCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 5, 65
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/discuss/DiscussionModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 8, 11, 135
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/discuss/TrendingDiscussionCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 3, 56
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/entities/Comment.json", "JSON", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/entities/Discuss.json", "JSON", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 48
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/entities/Event.json", "JSON", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 123
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/entities/PeerPoint.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/entities/Project.json", "JSON", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 131
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/entities/Review.json", "JSON", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/entities/User.ts", "TypeScript", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 71
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/events/EventCalenderView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 10, 160
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/events/EventDetailModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 10, 141
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/integration/core.ts", "TypeScript", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 93
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/layout/ProfileDropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 1, 18, 147
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/peerpoint/PeerPointDetailModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 7, 77
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/profile/CalenderTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 265, 0, 0, 15, 32, 312
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/profile/EditProfileModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 195, 0, 0, 0, 18, 213
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(components)/ui/CategoryDropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 5, 129
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(executable)/runs/[runId]/layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(executable)/runs/[runId]/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/LayoutShell.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 7, 17, 174
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/containers/Container.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 13, 128
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/containers/[containerId]/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/containers/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 6
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/dashboard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 247, 0, 0, 0, 22, 269
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/discuss/Discuss.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 10, 22, 161
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/discuss/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 6
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/forgot-password/ForgotPassword.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 6, 46
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/forgot-password/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 1, 4, 27
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/page.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/peerpoint/PeerPoints.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227, 0, 0, 0, 21, 248
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/peerpoint/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/profile/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/profile/profile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 222, 0, 0, 4, 26, 252
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/profile/settings/settings.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 333, 2, 335
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/projects/ProjectShell.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 348, 0, 0, 8, 32, 388
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/projects/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 6
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/signIn/SignIn.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 1, 14, 88
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/signIn/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 8
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/signUp/SignUp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 1, 17, 86
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/signUp/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 8
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/app/(main)/unauthorized/page.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 3, 29
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/BlackButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 5, 29
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/Logo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 4, 62
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 8, 96
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/auth-layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 2, 12
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 19, 7, 158
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/fieldset.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 8, 92
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/heading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 6, 28
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 15, 4, 95
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/link.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 14, 2, 69
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/text.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 5, 41
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 6, 47
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 6, 60
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/calendar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 203, 0, 0, 0, 11, 214
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 10, 93
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 5, 33
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/collapsible.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 6, 34
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 14, 144
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 19, 258
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 4, 22
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 5, 25
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/navigation-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 12, 169
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/popover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 8, 49
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/progress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 5, 32
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 14, 186
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 5, 29
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 14, 140
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 660, 0, 0, 12, 55, 727
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 5, 32
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 12, 117
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 8, 67
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 4, 19
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/components/ui/tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 8, 62
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/data.ts", "TypeScript", 0, 0, 0, 926, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 934
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/hooks/use-mobile.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/lib/auth-client.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/lib/auth.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/lib/formatDate.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/lib/mdx.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/lib/utils.ts", "TypeScript", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/ansonjiang/Documents/Chaotic_AI/main/src/state/StoreProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 5, 27
